"Date","Price","Open","High","Low","Vol.","Change %"
"02/13/2017","1,000.85","1,010.55","1,014.10","995.80","","-0.96%"
"02/12/2017","1,010.55","1,011.85","1,011.85","1,009.10","","-0.37%"
"02/10/2017","1,014.30","1,015.25","1,015.75","993.20","","-0.09%"
"02/09/2017","1,015.20","1,017.80","1,032.10","1,014.80","","-0.25%"
"02/08/2017","1,017.75","1,007.60","1,022.35","1,005.65","","0.99%"
"02/07/2017","1,007.75","1,016.85","1,018.20","1,006.35","","-0.89%"
"02/06/2017","1,016.85","1,007.50","1,018.25","1,006.25","","0.96%"
"02/05/2017","1,007.20","1,006.80","1,009.50","1,004.95","","0.03%"
"02/03/2017","1,006.85","1,000.05","1,007.50","988.15","","0.70%"
"02/02/2017","999.90","1,003.80","1,014.95","998.70","","-0.37%"
"02/01/2017","1,003.65","999.05","1,003.80","994.65","","0.44%"
"01/31/2017","999.25","992.05","1,002.65","989.40","","0.72%"
"01/30/2017","992.10","989.50","994.95","978.30","","0.26%"
"01/29/2017","989.50","988.80","993.40","988.75","","0.11%"
"01/27/2017","988.45","980.45","988.50","964.80","","0.81%"
"01/26/2017","980.50","988.65","991.15","969.95","","-0.81%"
"01/25/2017","988.55","997.15","1,004.00","976.00","","-0.87%"
"01/24/2017","997.20","984.30","1,008.75","982.35","","1.31%"
"01/23/2017","984.30","985.45","988.55","976.85","","-0.14%"
"01/22/2017","985.65","981.60","986.75","980.80","","0.39%"
"01/20/2017","981.80","960.60","983.85","956.15","","2.20%"
"01/19/2017","960.70","965.80","970.35","951.40","","-0.57%"
"01/18/2017","966.20","981.70","983.05","963.55","","-1.58%"
"01/17/2017","981.70","986.00","997.35","976.85","","-0.41%"
"01/16/2017","985.70","989.55","992.80","984.25","","-0.38%"
"01/15/2017","989.50","989.30","990.95","987.50","","0.18%"
"01/13/2017","987.75","980.35","989.95","968.95","","0.71%"
"01/12/2017","980.80","977.80","994.30","975.20","","0.31%"
"01/11/2017","977.80","979.20","986.60","964.45","","-0.15%"
"01/10/2017","979.30","979.70","985.30","970.95","","-0.04%"
"01/09/2017","979.70","973.25","985.95","968.65","","0.67%"
"01/08/2017","973.20","971.55","973.30","970.05","","0.04%"
"01/06/2017","972.85","974.00","974.50","961.50","","-0.13%"
"01/05/2017","974.10","947.75","979.75","944.35","","2.78%"
"01/04/2017","947.75","930.20","953.00","928.40","","1.89%"
"01/03/2017","930.20","906.55","948.75","905.10","","2.60%"
"01/02/2017","906.60","906.55","906.70","903.25","","0.10%"
"12/30/2016","905.65","907.85","911.05","902.30","","-0.24%"
"12/29/2016","907.85","902.50","910.15","899.75","","0.60%"
"12/28/2016","902.40","908.30","910.15","894.15","","-0.64%"
"12/27/2016","908.25","900.50","913.55","900.10","","0.84%"
"12/26/2016","900.70","901.20","902.70","898.15","","0.85%"
"12/23/2016","893.10","908.50","911.00","892.00","","-1.70%"
"12/22/2016","908.55","915.20","920.90","906.50","","-0.72%"
"12/21/2016","915.15","919.45","922.20","910.20","","-0.46%"
"12/20/2016","919.40","919.10","924.35","901.50","","0.02%"
"12/19/2016","919.25","925.65","930.25","915.00","","-0.66%"
"12/18/2016","925.40","926.70","932.05","924.80","","-0.24%"
"12/16/2016","927.60","899.90","935.30","896.30","","3.06%"
"12/15/2016","900.10","927.25","934.85","889.55","","-2.83%"
"12/14/2016","926.35","935.20","948.45","922.40","","-0.90%"
"12/13/2016","934.75","932.05","939.80","924.55","","0.34%"
"12/12/2016","931.60","918.15","936.35","910.90","","1.45%"
"12/11/2016","918.30","914.35","918.65","914.30","","0.24%"
"12/09/2016","916.10","939.45","939.80","912.65","","-2.49%"
"12/08/2016","939.50","944.10","952.65","935.60","","-0.44%"
"12/07/2016","943.65","935.40","950.75","928.20","","0.79%"
"12/06/2016","936.30","937.35","952.90","934.35","","-0.05%"
"12/05/2016","936.75","927.75","941.70","924.90","","1.02%"
"12/04/2016","927.30","931.70","939.45","925.75","","-0.28%"
"12/02/2016","929.90","916.15","935.75","914.35","","1.50%"
"12/01/2016","916.20","910.60","918.90","899.15","","0.61%"
"11/30/2016","910.65","919.85","927.65","904.45","","-1.01%"
"11/29/2016","919.90","927.70","930.30","917.30","","-0.86%"
"11/28/2016","927.85","912.95","927.95","909.50","","1.63%"
"11/27/2016","913.00","907.60","913.10","907.60","","0.55%"
"11/25/2016","908.00","918.25","920.40","905.70","","-1.12%"
"11/24/2016","918.30","932.65","932.80","913.45","","-1.53%"
"11/23/2016","932.60","941.90","946.85","919.20","","-0.99%"
"11/22/2016","941.95","942.50","951.45","934.75","","-0.06%"
"11/21/2016","942.55","921.15","942.95","920.70","","2.33%"
"11/20/2016","921.10","923.80","924.40","921.05","","-0.25%"
"11/18/2016","923.40","932.65","935.40","915.80","","-0.98%"
"11/17/2016","932.50","944.60","952.70","931.90","","-1.30%"
"11/16/2016","944.75","943.55","949.90","926.40","","0.10%"
"11/15/2016","943.85","936.15","948.60","930.20","","0.80%"
"11/14/2016","936.35","949.10","951.70","923.75","","-1.36%"
"11/13/2016","949.25","944.95","949.50","943.75","","0.48%"
"11/11/2016","944.70","979.25","986.15","936.40","","-3.57%"
"11/10/2016","979.65","996.15","1,009.15","972.90","","-1.65%"
"11/09/2016","996.10","1,003.15","1,022.95","995.15","","-0.71%"
"11/08/2016","1,003.20","1,002.45","1,017.30","998.75","","0.08%"
"11/07/2016","1,002.35","992.65","1,004.25","990.45","","0.98%"
"11/06/2016","992.60","994.55","994.55","988.80","","-0.78%"
"11/04/2016","1,000.40","998.15","1,006.95","991.45","","0.23%"
"11/03/2016","998.10","994.40","1,000.70","975.90","","0.35%"
"11/02/2016","994.65","993.05","1,004.00","985.90","","0.17%"
"11/01/2016","992.95","981.75","999.20","979.15","","1.15%"
"10/31/2016","981.70","980.90","983.30","974.55","","0.10%"
"10/30/2016","980.70","980.65","984.20","979.80","","-0.11%"
"10/28/2016","981.75","967.20","988.10","965.85","","1.50%"
"10/27/2016","967.25","961.80","972.10","960.60","","0.56%"
"10/26/2016","961.85","962.30","971.95","958.10","","-0.01%"
"10/25/2016","961.95","941.95","968.70","940.45","","2.13%"
"10/24/2016","941.85","934.40","950.35","934.15","","0.80%"
"10/23/2016","934.35","936.25","936.25","932.90","","-0.07%"
"10/21/2016","935.00","933.35","936.70","927.30","","0.14%"
"10/20/2016","933.70","946.35","948.30","931.00","","-1.35%"
"10/19/2016","946.45","946.35","952.65","940.30","","-0.01%"
"10/18/2016","946.50","938.95","953.85","938.95","","0.80%"
"10/17/2016","939.00","938.90","944.85","929.45","","0.01%"
"10/16/2016","938.90","937.70","940.15","936.35","","0.18%"
"10/14/2016","937.25","936.85","942.40","928.90","","0.02%"
"10/13/2016","937.05","943.60","952.00","932.35","","-0.68%"
"10/12/2016","943.50","949.20","954.95","941.50","","-0.61%"
"10/11/2016","949.25","968.95","974.05","948.60","","-2.04%"
"10/10/2016","969.00","976.70","978.10","963.35","","-0.78%"
"10/09/2016","976.65","970.85","978.50","970.85","","0.61%"
"10/07/2016","970.75","971.90","980.90","953.50","","-0.11%"
"10/06/2016","971.85","985.55","987.00","964.40","","-1.40%"
"10/05/2016","985.60","991.00","999.40","974.65","","-0.53%"
"10/04/2016","990.90","1,010.75","1,013.25","988.10","","-1.95%"
"10/03/2016","1,010.60","1,032.20","1,036.00","1,006.85","","-2.10%"
"10/02/2016","1,032.25","1,032.70","1,032.70","1,027.60","","-0.05%"
"09/30/2016","1,032.80","1,032.55","1,046.95","1,030.35","","0.04%"
"09/29/2016","1,032.35","1,040.10","1,045.40","1,025.50","","-0.79%"
"09/28/2016","1,040.60","1,031.60","1,041.10","1,016.65","","0.87%"
"09/27/2016","1,031.65","1,044.55","1,054.05","1,026.85","","-1.23%"
"09/26/2016","1,044.45","1,060.20","1,060.85","1,041.35","","-1.49%"
"09/25/2016","1,060.25","1,060.75","1,061.65","1,054.10","","0.30%"
"09/23/2016","1,057.10","1,058.10","1,063.70","1,052.20","","-0.11%"
"09/22/2016","1,058.25","1,054.10","1,068.40","1,046.75","","0.38%"
"09/21/2016","1,054.25","1,034.05","1,059.10","1,026.15","","1.97%"
"09/20/2016","1,033.90","1,023.45","1,038.80","1,020.50","","1.01%"
"09/19/2016","1,023.60","1,021.05","1,032.35","1,019.25","","0.24%"
"09/18/2016","1,021.10","1,020.10","1,021.80","1,018.90","","0.34%"
"09/16/2016","1,017.60","1,034.45","1,038.05","1,010.60","","-1.62%"
"09/15/2016","1,034.40","1,039.25","1,043.75","1,026.95","","-0.50%"
"09/14/2016","1,039.60","1,039.70","1,048.85","1,034.95","","-0.02%"
"09/13/2016","1,039.85","1,059.85","1,065.75","1,032.05","","-1.91%"
"09/12/2016","1,060.05","1,067.35","1,067.35","1,039.50","","-0.69%"
"09/11/2016","1,067.45","1,066.05","1,069.60","1,065.55","","0.25%"
"09/09/2016","1,064.80","1,088.30","1,093.00","1,064.40","","-2.15%"
"09/08/2016","1,088.25","1,092.30","1,100.55","1,083.40","","-0.38%"
"09/07/2016","1,092.45","1,102.35","1,110.30","1,090.70","","-0.88%"
"09/06/2016","1,102.20","1,073.75","1,106.85","1,073.75","","2.58%"
"09/05/2016","1,074.45","1,065.05","1,078.85","1,065.00","","0.89%"
"09/04/2016","1,064.95","1,066.30","1,069.05","1,064.80","","-0.14%"
"09/02/2016","1,066.40","1,052.25","1,069.65","1,048.10","","1.35%"
"09/01/2016","1,052.20","1,056.00","1,059.30","1,043.30","","-0.36%"
"08/31/2016","1,055.95","1,060.85","1,067.50","1,051.50","","-0.46%"
"08/30/2016","1,060.80","1,083.45","1,083.80","1,055.60","","-2.08%"
"08/29/2016","1,083.30","1,074.60","1,085.35","1,070.65","","0.78%"
"08/28/2016","1,074.90","1,074.70","1,075.25","1,073.10","","-0.12%"
"08/26/2016","1,076.15","1,077.40","1,093.85","1,065.95","","-0.09%"
"08/25/2016","1,077.15","1,084.00","1,088.25","1,075.80","","-0.67%"
"08/24/2016","1,084.40","1,109.90","1,114.85","1,079.25","","-2.32%"
"08/23/2016","1,110.10","1,107.05","1,116.30","1,103.60","","0.25%"
"08/22/2016","1,107.35","1,112.40","1,119.35","1,101.90","","-0.46%"
"08/21/2016","1,112.45","1,116.95","1,117.40","1,108.30","","-0.56%"
"08/19/2016","1,118.75","1,131.55","1,131.55","1,111.85","","-1.12%"
"08/18/2016","1,131.40","1,129.05","1,138.25","1,125.25","","0.19%"
"08/17/2016","1,129.20","1,126.35","1,130.90","1,106.40","","0.25%"
"08/16/2016","1,126.35","1,118.30","1,144.25","1,117.20","","0.72%"
"08/15/2016","1,118.35","1,132.40","1,135.55","1,114.25","","-1.31%"
"08/14/2016","1,133.25","1,128.00","1,135.40","1,127.40","","0.42%"
"08/12/2016","1,128.55","1,153.25","1,157.30","1,125.40","","-2.17%"
"08/11/2016","1,153.55","1,181.65","1,184.80","1,143.55","","-2.38%"
"08/10/2016","1,181.70","1,160.50","1,199.45","1,160.35","","1.80%"
"08/09/2016","1,160.85","1,155.05","1,163.90","1,146.20","","0.51%"
"08/08/2016","1,154.95","1,148.65","1,159.85","1,146.70","","0.53%"
"08/07/2016","1,148.85","1,150.70","1,150.70","1,145.65","","-0.15%"
"08/05/2016","1,150.60","1,162.55","1,170.70","1,142.55","","-0.94%"
"08/04/2016","1,161.55","1,168.10","1,169.55","1,156.20","","-0.56%"
"08/03/2016","1,168.15","1,169.20","1,174.05","1,160.60","","-0.18%"
"08/02/2016","1,170.25","1,163.15","1,183.00","1,159.35","","0.63%"
"08/01/2016","1,162.95","1,152.40","1,167.75","1,149.85","","0.87%"
"07/31/2016","1,152.90","1,153.50","1,156.60","1,152.25","","-0.07%"
"07/29/2016","1,153.65","1,139.15","1,163.60","1,132.40","","1.35%"
"07/28/2016","1,138.25","1,140.55","1,160.30","1,137.35","","-0.07%"
"07/27/2016","1,139.10","1,097.50","1,144.50","1,093.75","","3.82%"
"07/26/2016","1,097.15","1,087.90","1,100.75","1,086.00","","0.84%"
"07/25/2016","1,088.00","1,085.75","1,094.70","1,072.60","","0.26%"
"07/24/2016","1,085.15","1,087.70","1,087.80","1,083.90","","-0.22%"
"07/22/2016","1,087.50","1,107.25","1,109.50","1,084.50","","-1.83%"
"07/21/2016","1,107.75","1,087.75","1,110.90","1,080.90","","1.82%"
"07/20/2016","1,088.00","1,096.65","1,100.65","1,069.60","","-0.81%"
"07/19/2016","1,096.85","1,100.05","1,100.60","1,090.50","","-0.31%"
"07/18/2016","1,100.30","1,097.60","1,104.40","1,082.45","","0.28%"
"07/17/2016","1,097.20","1,097.00","1,098.45","1,095.75","","-0.16%"
"07/15/2016","1,099.00","1,104.95","1,107.40","1,085.50","","-0.56%"
"07/14/2016","1,105.15","1,098.75","1,108.15","1,085.15","","0.57%"
"07/13/2016","1,098.90","1,096.75","1,105.60","1,087.55","","0.26%"
"07/12/2016","1,096.05","1,102.65","1,111.20","1,090.80","","-0.60%"
"07/11/2016","1,102.70","1,105.20","1,109.30","1,093.50","","-0.23%"
"07/10/2016","1,105.25","1,105.40","1,108.40","1,103.25","","0.30%"
"07/08/2016","1,101.95","1,092.90","1,104.60","1,074.55","","0.80%"
"07/07/2016","1,093.25","1,090.60","1,096.45","1,080.15","","0.22%"
"07/06/2016","1,090.80","1,079.65","1,095.35","1,068.30","","1.06%"
"07/05/2016","1,079.40","1,067.70","1,079.80","1,050.50","","1.11%"
"07/04/2016","1,067.60","1,064.90","1,075.45","1,057.65","","0.21%"
"07/03/2016","1,065.35","1,061.95","1,067.20","1,060.50","","0.10%"
"07/01/2016","1,064.30","1,028.50","1,065.75","1,026.30","","3.45%"
"06/30/2016","1,028.85","1,009.05","1,033.35","1,003.15","","1.99%"
"06/29/2016","1,008.80","983.55","1,015.60","982.90","","2.58%"
"06/28/2016","983.40","982.40","986.00","974.20","","0.08%"
"06/27/2016","982.60","989.70","998.35","978.50","","-0.71%"
"06/26/2016","989.65","988.95","994.00","988.50","","0.25%"
"06/24/2016","987.15","972.75","1,000.75","969.20","","1.45%"
"06/23/2016","973.00","979.80","982.60","956.65","","-0.67%"
"06/22/2016","979.55","977.80","988.95","976.40","","0.09%"
"06/21/2016","978.65","987.25","994.45","973.05","","-0.86%"
"06/20/2016","987.10","973.25","990.20","968.15","","1.42%"
"06/19/2016","973.30","966.40","973.30","965.15","","0.24%"
"06/17/2016","970.95","979.30","983.15","963.40","","-0.84%"
"06/16/2016","979.20","977.65","990.70","967.55","","0.16%"
"06/15/2016","977.60","975.20","987.95","972.65","","0.22%"
"06/14/2016","975.45","992.75","994.40","971.65","","-1.74%"
"06/13/2016","992.70","995.65","999.60","984.90","","-0.30%"
"06/12/2016","995.70","994.30","996.10","991.80","","0.21%"
"06/10/2016","993.60","1,001.00","1,003.85","988.55","","-0.75%"
"06/09/2016","1,001.10","1,016.15","1,016.15","995.70","","-1.46%"
"06/08/2016","1,015.95","1,000.90","1,022.40","1,000.90","","1.48%"
"06/07/2016","1,001.10","996.90","1,005.45","984.45","","0.43%"
"06/06/2016","996.85","988.50","998.90","985.35","","0.85%"
"06/05/2016","988.40","986.55","988.80","985.95","","0.04%"
"06/03/2016","988.05","957.40","989.60","956.25","","3.22%"
"06/02/2016","957.20","975.25","978.75","957.10","","-1.80%"
"06/01/2016","974.70","981.15","986.50","968.85","","-0.65%"
"05/31/2016","981.10","974.45","984.20","970.20","","0.70%"
"05/30/2016","974.25","977.40","977.85","967.70","","-0.37%"
"05/29/2016","977.90","980.85","982.30","977.40","","-0.04%"
"05/27/2016","978.30","997.20","1,000.10","976.70","","-1.91%"
"05/26/2016","997.35","995.05","1,011.50","992.40","","0.19%"
"05/25/2016","995.50","1,000.80","1,006.80","991.25","","-0.49%"
"05/24/2016","1,000.45","1,014.95","1,015.80","999.00","","-1.44%"
"05/23/2016","1,015.10","1,024.35","1,028.55","1,007.10","","-0.91%"
"05/22/2016","1,024.40","1,023.05","1,024.70","1,022.05","","0.04%"
"05/20/2016","1,024.00","1,017.95","1,029.90","1,017.45","","0.59%"
"05/19/2016","1,018.00","1,031.90","1,033.20","1,009.65","","-1.39%"
"05/18/2016","1,032.30","1,056.30","1,057.10","1,027.45","","-2.30%"
"05/17/2016","1,056.60","1,054.50","1,063.30","1,043.50","","0.19%"
"05/16/2016","1,054.60","1,053.00","1,065.05","1,051.30","","0.09%"
"05/15/2016","1,053.65","1,054.20","1,054.65","1,052.50","","-0.06%"
"05/13/2016","1,054.25","1,050.80","1,061.75","1,039.90","","0.34%"
"05/12/2016","1,050.65","1,068.65","1,071.70","1,047.30","","-1.71%"
"05/11/2016","1,068.95","1,053.65","1,076.45","1,053.10","","1.43%"
"05/10/2016","1,053.85","1,045.55","1,056.80","1,042.15","","0.76%"
"05/09/2016","1,045.90","1,078.15","1,079.60","1,043.25","","-3.05%"
"05/08/2016","1,078.85","1,078.15","1,080.80","1,076.80","","-0.29%"
"05/06/2016","1,082.00","1,065.75","1,085.65","1,060.40","","1.53%"
"05/05/2016","1,065.70","1,063.20","1,071.50","1,051.45","","0.25%"
"05/04/2016","1,063.05","1,067.75","1,069.10","1,052.10","","-0.44%"
"05/03/2016","1,067.80","1,081.10","1,092.15","1,065.50","","-1.13%"
"05/02/2016","1,080.05","1,078.20","1,087.80","1,073.60","","0.03%"
"05/01/2016","1,079.75","1,078.90","1,081.15","1,076.35","","-0.02%"
"04/29/2016","1,080.00","1,054.45","1,082.85","1,054.45","","2.41%"
"04/28/2016","1,054.60","1,026.25","1,055.40","1,019.60","","2.75%"
"04/27/2016","1,026.35","1,017.55","1,029.80","1,013.25","","0.85%"
"04/26/2016","1,017.70","1,016.90","1,023.25","1,003.45","","0.07%"
"04/25/2016","1,016.95","1,008.30","1,020.40","1,000.95","","0.90%"
"04/24/2016","1,007.85","1,009.10","1,009.10","1,003.70","","-0.38%"
"04/22/2016","1,011.70","1,024.65","1,034.60","1,008.45","","-1.32%"
"04/21/2016","1,025.25","1,019.85","1,046.25","1,016.70","","0.52%"
"04/20/2016","1,019.90","1,013.10","1,031.95","1,008.55","","0.69%"
"04/19/2016","1,012.95","977.25","1,018.25","976.70","","3.66%"
"04/18/2016","977.20","986.65","987.75","971.25","","-0.94%"
"04/17/2016","986.50","987.45","990.00","986.20","","0.03%"
"04/15/2016","986.25","991.10","992.65","983.80","","-0.48%"
"04/14/2016","991.00","998.50","1,000.35","985.90","","-0.77%"
"04/13/2016","998.70","1,000.25","1,004.10","988.55","","-0.20%"
"04/12/2016","1,000.70","989.30","1,004.65","987.65","","1.14%"
"04/11/2016","989.45","969.60","994.55","967.25","","2.05%"
"04/10/2016","969.55","969.25","972.40","969.25","","0.08%"
"04/08/2016","968.75","957.90","969.90","955.35","","1.11%"
"04/07/2016","958.10","948.20","965.55","946.20","","1.02%"
"04/06/2016","948.40","954.30","961.30","942.50","","-0.57%"
"04/05/2016","953.80","940.15","967.10","938.55","","1.45%"
"04/04/2016","940.20","960.65","961.50","938.35","","-2.10%"
"04/03/2016","960.35","958.60","960.35","957.20","","0.13%"
"04/01/2016","959.10","976.15","987.60","952.75","","-1.76%"
"03/31/2016","976.30","967.10","985.50","964.30","","0.95%"
"03/30/2016","967.15","970.25","979.80","962.15","","-0.28%"
"03/29/2016","969.90","949.25","971.80","947.40","","2.22%"
"03/28/2016","948.85","943.90","957.85","941.10","","0.40%"
"03/27/2016","945.05","948.85","949.40","944.10","","-0.36%"
"03/24/2016","948.45","961.85","962.60","943.45","","-1.40%"
"03/23/2016","961.90","996.40","998.30","956.85","","-3.47%"
"03/22/2016","996.45","980.15","1,001.60","976.75","","1.65%"
"03/21/2016","980.30","971.25","984.95","962.20","","0.90%"
"03/20/2016","971.55","973.00","973.80","970.05","","-0.22%"
"03/18/2016","973.65","987.40","993.70","969.05","","-1.41%"
"03/17/2016","987.60","979.00","996.80","976.85","","0.89%"
"03/16/2016","978.90","960.10","982.90","956.00","","2.02%"
"03/15/2016","959.55","961.35","965.20","951.60","","-0.21%"
"03/14/2016","961.60","967.25","977.50","955.75","","-0.56%"
"03/13/2016","967.05","965.20","967.20","963.40","","0.23%"
"03/11/2016","964.85","982.60","993.35","962.35","","-1.76%"
"03/10/2016","982.15","980.70","991.00","971.85","","0.16%"
"03/09/2016","980.55","984.10","987.00","972.95","","-0.37%"
"03/08/2016","984.15","998.90","1,009.00","983.35","","-1.47%"
"03/07/2016","998.80","984.75","1,010.85","976.95","","1.42%"
"03/06/2016","984.80","980.90","985.75","978.65","","0.38%"
"03/04/2016","981.05","947.50","988.40","944.30","","3.56%"
"03/03/2016","947.35","937.50","956.75","932.35","","1.06%"
"03/02/2016","937.40","937.50","942.60","931.65","","-0.01%"
"03/01/2016","937.50","934.65","946.70","932.85","","0.37%"
"02/29/2016","934.05","914.40","938.10","914.00","","2.15%"
"02/28/2016","914.35","914.75","914.75","911.85","","-0.09%"
"02/26/2016","915.15","927.25","930.90","913.25","","-1.32%"
"02/25/2016","927.40","937.45","947.25","919.05","","-1.10%"
"02/24/2016","937.75","945.15","957.40","934.80","","-0.79%"
"02/23/2016","945.20","930.25","946.70","926.40","","1.61%"
"02/22/2016","930.20","940.15","940.15","920.70","","-1.21%"
"02/21/2016","941.60","942.25","942.25","940.05","","0.12%"
"02/19/2016","940.45","947.95","951.55","940.30","","-0.82%"
"02/18/2016","948.20","944.60","949.50","936.15","","0.41%"
"02/17/2016","944.30","935.90","952.20","930.75","","0.91%"
"02/16/2016","935.80","937.05","942.05","928.10","","-0.21%"
"02/15/2016","937.80","953.65","955.00","933.90","","-1.68%"
"02/14/2016","953.80","955.15","957.40","953.25","","-0.45%"
"02/12/2016","958.15","956.70","961.95","951.80","","0.16%"
"02/11/2016","956.65","937.75","970.10","934.45","","2.06%"
"02/10/2016","937.35","934.30","937.45","922.90","","0.29%"
"02/09/2016","934.65","929.50","939.85","922.40","","0.57%"
"02/08/2016","929.35","910.75","934.20","901.55","","2.04%"
"02/07/2016","910.75","912.65","914.30","910.75","","-0.32%"
"02/05/2016","913.70","908.50","915.70","896.45","","0.53%"
"02/04/2016","908.85","881.40","910.80","880.90","","3.13%"
"02/03/2016","881.25","856.30","883.70","852.05","","2.89%"
"02/02/2016","856.50","872.45","873.00","853.65","","-1.83%"
"02/01/2016","872.50","873.70","877.55","866.05","","-0.06%"
"01/31/2016","873.05","871.75","873.15","868.45","","0.14%"
"01/29/2016","871.85","869.25","876.90","861.10","","0.33%"
"01/28/2016","869.00","882.45","886.80","863.60","","-1.49%"
"01/27/2016","882.10","875.85","884.85","871.90","","0.74%"
"01/26/2016","875.60","859.25","879.80","855.35","","1.90%"
"01/25/2016","859.30","833.30","864.70","833.30","","3.13%"
"01/24/2016","833.20","833.40","836.85","832.95","","0.17%"
"01/22/2016","831.75","820.20","843.20","818.90","","1.43%"
"01/21/2016","820.00","823.45","827.55","811.60","","-0.46%"
"01/20/2016","823.80","828.20","829.70","815.05","","-0.48%"
"01/19/2016","827.80","821.05","835.95","820.55","","0.85%"
"01/18/2016","820.85","822.80","832.75","818.70","","-0.32%"
"01/17/2016","823.50","830.95","830.95","823.50","","-0.90%"
"01/15/2016","830.95","835.85","845.10","823.15","","-0.61%"
"01/14/2016","836.05","848.35","851.95","830.95","","-1.47%"
"01/13/2016","848.50","833.30","855.75","833.20","","1.84%"
"01/12/2016","833.20","848.85","850.00","831.20","","-1.86%"
"01/11/2016","849.00","876.85","877.85","844.30","","-3.18%"
"01/10/2016","876.90","878.00","882.10","876.85","","-0.35%"
"01/08/2016","880.00","875.60","885.85","866.95","","0.51%"
"01/07/2016","875.55","879.65","885.30","863.30","","-0.45%"
"01/06/2016","879.55","890.25","893.15","874.10","","-1.21%"
"01/05/2016","890.30","881.50","898.90","881.15","","0.98%"
"01/04/2016","881.65","891.70","894.60","874.65","","-1.17%"
"01/03/2016","892.10","890.95","894.05","890.70","","-0.04%"
"12/31/2015","892.50","871.75","895.25","866.60","","2.35%"
"12/30/2015","872.05","891.85","895.85","854.35","","-2.10%"
"12/29/2015","890.80","881.85","895.65","880.65","","0.99%"
"12/28/2015","882.10","891.60","892.70","875.55","","-1.05%"
"12/27/2015","891.50","884.95","895.65","884.05","","0.80%"
"12/24/2015","884.45","872.55","886.00","871.60","","1.41%"
"12/23/2015","872.15","873.55","876.75","863.25","","-0.15%"
"12/22/2015","873.50","873.10","880.10","870.60","","0.03%"
"12/21/2015","873.25","857.95","882.05","855.60","","1.77%"
"12/20/2015","858.05","860.05","860.10","857.90","","-0.19%"
"12/18/2015","859.65","847.80","862.75","840.50","","1.35%"
"12/17/2015","848.20","872.40","883.90","842.70","","-2.76%"
"12/16/2015","872.25","855.45","880.35","855.35","","1.92%"
"12/15/2015","855.80","847.85","860.95","847.35","","0.93%"
"12/14/2015","847.90","842.50","856.65","837.10","","0.63%"
"12/13/2015","842.55","842.75","844.40","841.55","","0.15%"
"12/11/2015","841.25","854.10","859.70","838.50","","-1.53%"
"12/10/2015","854.30","856.70","862.95","848.60","","-0.27%"
"12/09/2015","856.65","851.10","866.85","847.60","","0.62%"
"12/08/2015","851.35","857.65","863.90","845.70","","-0.85%"
"12/07/2015","858.65","877.75","887.65","852.50","","-2.14%"
"12/06/2015","877.45","881.55","883.50","873.70","","-0.31%"
"12/04/2015","880.20","850.10","887.95","845.15","","3.56%"
"12/03/2015","849.95","833.85","849.95","825.50","","1.89%"
"12/02/2015","834.20","841.70","852.95","829.70","","-0.88%"
"12/01/2015","841.60","832.70","846.45","831.85","","1.13%"
"11/30/2015","832.20","833.15","835.70","826.10","","-0.19%"
"11/29/2015","833.75","834.75","838.80","832.80","","-0.32%"
"11/27/2015","836.45","854.70","857.50","833.95","","-2.14%"
"11/26/2015","854.75","846.35","856.60","843.15","","1.01%"
"11/25/2015","846.20","842.60","849.35","833.45","","0.41%"
"11/24/2015","842.75","849.35","851.90","837.00","","-0.78%"
"11/23/2015","849.40","857.15","857.65","844.65","","-0.89%"
"11/22/2015","857.00","855.45","857.35","854.65","","0.19%"
"11/20/2015","855.40","858.20","869.55","853.40","","-0.33%"
"11/19/2015","858.25","852.45","865.00","849.30","","0.67%"
"11/18/2015","852.50","854.75","855.15","846.30","","-0.26%"
"11/17/2015","854.75","867.80","874.60","850.75","","-1.51%"
"11/16/2015","867.85","863.65","875.60","858.30","","0.47%"
"11/15/2015","863.75","865.10","868.95","863.35","","0.24%"
"11/13/2015","861.70","881.95","884.50","860.60","","-2.30%"
"11/12/2015","881.95","884.00","888.75","874.50","","-0.24%"
"11/11/2015","884.05","903.10","907.85","880.95","","-2.11%"
"11/10/2015","903.15","917.40","919.25","897.70","","-1.57%"
"11/09/2015","917.55","941.05","943.30","910.65","","-2.49%"
"11/08/2015","940.95","941.55","942.55","939.80","","-0.15%"
"11/06/2015","942.35","953.30","961.50","938.10","","-1.11%"
"11/05/2015","952.90","958.15","960.70","950.75","","-0.54%"
"11/04/2015","958.10","966.25","977.05","953.20","","-0.80%"
"11/03/2015","965.85","976.80","984.60","960.25","","-1.16%"
"11/02/2015","977.15","986.10","986.30","971.40","","-0.88%"
"11/01/2015","985.85","985.55","986.50","984.85","","-0.15%"
"10/30/2015","987.35","992.65","1,000.40","986.15","","-0.53%"
"10/29/2015","992.65","1,000.65","1,003.60","990.60","","-0.80%"
"10/28/2015","1,000.65","986.70","1,014.95","986.45","","1.42%"
"10/27/2015","986.65","997.55","997.95","983.70","","-1.09%"
"10/26/2015","997.55","1,003.35","1,004.70","987.90","","-0.58%"
"10/25/2015","1,003.40","1,002.35","1,003.65","1,001.80","","0.08%"
"10/23/2015","1,002.60","1,011.20","1,020.80","996.55","","-0.86%"
"10/22/2015","1,011.25","1,004.20","1,013.65","1,000.45","","0.68%"
"10/21/2015","1,004.40","1,020.75","1,024.65","1,002.35","","-1.60%"
